Time,137Cs,137Ba(meta 1),90Sr,90Y,99Tc,126Sn,126Sb(meta 1),126Sb,126Sb(meta 2),135Cs,151Sm,226Ra,222Rn,218Po,214Pb,214Bi,210Tl,210Pb,206Hg,206Tl,210Bi,210Po,214Po,218At,218Rn
1.0,13182.052180600824,12438.419288280389,0.4881095954748385,0.48823336763679837,0.04999983613219069,0.11999963835066521,0.11999963836973399,0.016799951830359157,0.08031755794279719,0.2099999367112806,0.08934364477877514,0.999566867746149,0.9995734071775765,0.9995734108253758,0.9993535366393599,0.9995732464024554,0.00020991038206879078,0.030233022675610934,5.744143248126354e-10,4.2062081595883396e-08,0.029634401374329284,0.015783490195811715,0.9993635559268645,0.00021990615038768022,2.1990615038783696e-07
1.0722672220103233,14122.810369978411,13326.113214564179,0.4872613461137112,0.4873849031812368,0.04999982428994014,0.11999961221531466,0.11999961223438345,0.01679994818931334,0.08031754045001503,0.2099999321375814,0.08929639768981766,0.9995355737510521,0.9995421129777462,0.9995421166254311,0.9993222493231387,0.9995419522076583,0.00020990381028787326,0.0324148331191727,6.158687531627191e-10,4.5159985158085234e-08,0.03181757852041317,0.017637165939911822,0.9993322682969638,0.0002198992656636922,2.1989926566384895e-07
1.1497569953977358,15129.813740250764,14276.31570616231,0.486353433812569,0.4864767606566583,0.04999981159188616,0.11999958419124125,0.11999958421031005,0.016799944270164343,0.08031752169308236,0.20999992723335378,0.08924576394373028,0.9995020193143646,0.9995085583215365,0.9995085619690991,0.9992887020477579,0.9995083975568457,0.0002098967638111917,0.0347487828708076,6.60213830453766e-10,4.8473907968699934e-08,0.03415299032412746,0.019669635012621294,0.9992987206852458,0.0002198918836392989,2.1989188363945569e-07
1.2328467394420661,16207.592529738551,15293.30146946322,0.48538178863715914,0.48550486909677826,0.049999797976182675,0.11999955414195321,0.11999955416102197,0.016799940064156565,0.08031750158064312,0.20999992197471135,0.08919150293514894,0.9994660412432204,0.9994725800150144,0.9994725836624456,0.9992527316551814,0.9994724192561106,0.00020988920836802563,0.037245053232800716,7.076430015690478e-10,5.201830624462843e-08,0.03665082447600018,0.021892878386250456,0.9992627499320385,0.00021988396841183492,2.198839684119917e-07
1.321941148466029,17360.966684880423,16381.61857774109,0.48434208192288347,0.4844648987393598,0.04999978337651425,0.11999952192109493,0.11999952194016371,0.01679993555340396,0.08031748001473937,0.20999991633604162,0.08913335728645576,0.9994274645756547,0.9994340030950697,0.9994340067423604,0.9992141632207848,0.999433842342371,0.00020988110721612783,0.0399144430064602,7.583614438817976e-10,5.580851297826094e-08,0.03932188655418606,0.02431911147881311,0.9992241811109639,0.00021987548148941596,2.1987548148957273e-07
1.4174741629268053,18595.061343431455,17546.10308101145,0.48322971269145365,0.4833522474394233,0.049999767721773065,0.11999948737173438,0.11999948739080314,0.016799930716520743,0.0803174568903341,0.20999991028988108,0.08907105172691393,0.9993861017337343,0.9993926399825428,0.9993926436296824,0.9991728092066691,0.9993924792364969,0.00020987242096388086,0.042768396212311384,8.125865939392658e-10,5.986077729714676e-08,0.04217762776230426,0.02696076701931514,0.999182826682242,0.00021986638160462652,2.198663816047833e-07
1.5199110829529336,19915.322663244464,18791.893941977305,0.4820397938093954,0.48216202682424203,0.049999750935712683,0.11999945032559853,0.11999945034466729,0.016799925530065027,0.08031743209479969,0.20999990380678146,0.08900429190423567,0.9993417516160347,0.9993482895746928,0.9993482932216706,0.9991284685543289,0.9993481288357804,0.00020986310737971603,0.04581902946524255,8.705486675908661e-10,6.41923033337915e-08,0.04523017232204784,0.029830491141970082,0.9991384855853528,0.00021985662451486367,2.1985662451502043e-07
1.6297508346206442,21327.533915615415,20124.448221614995,0.48076713796848447,0.48088904827022266,0.04999973293657661,0.11999941060225408,0.11999941062132281,0.01679991996879649,0.0803174055073694,0.20999989685516648,0.08893276312566022,0.9992941986251593,0.9993007362727131,0.9993007399195173,0.9990809257123814,0.9993005755414494,0.00020985312118789107,0.04907915866914858,9.32491167186795e-10,6.88212881292925e-08,0.04849234418491501,0.03294115545596693,0.9990909422667518,0.00021984616278838967,2.1984616278854646e-07
1.7475284000076838,22837.831742648657,21549.556419529115,0.47940624358661676,0.4795278088001997,0.049999713636700166,0.11999936800822848,0.11999936802729724,0.01679991400563208,0.08031737699854916,0.2099998894011779,0.08885612902568911,0.9992432116257042,0.9992497489396877,0.9992497525863058,0.9990299495947527,0.9992495882166249,0.00020984241384966137,0.052562324633984844,9.986713683024026e-10,7.376695800700048e-08,0.05197769266572563,0.03630588706931335,0.9990399656380484,0.00021983494557508283,2.1983494557523955e-07
1.8738174228603839,24452.722455599203,23073.35785297368,0.47795128074878507,0.4780724770208482,0.04999969294208355,0.11999932233606779,0.11999932235513651,0.016799907611528643,0.08031734642948692,0.2099998814085105,0.08877403015774071,0.9991885428277457,0.9991950797840714,0.9991950834304899,0.998975292464403,0.9991949190698018,0.0002098309333288108,0.05628281714841478,1.0693607771188665e-09,7.904960275339825e-08,0.05570051653082449,0.03993811743753462,0.9989853079597187,0.00021982291836080304,2.1982291836095974e-07
2.0092330025650473,26179.098225338334,24702.35593407959,0.47639607733206674,0.4765168792441522,0.04999967075193398,0.1199992733633262,0.11999927338239492,0.01679990075534381,0.08031731365129641,0.20999987283823562,0.08868608250715361,0.9991299265905953,0.9991364631634378,0.9991364668096426,0.9989166887373377,0.9991363024585965,0.00020981862384043866,0.060255696962729595,1.144845548098928e-09,8.469060683191361e-08,0.059675885995314815,0.043851649500089934,0.9989267036451063,0.00021981002270421624,2.1981002270437294e-07
2.154434690031884,28024.252986596035,26443.433177006045,0.4747341054861371,0.4748544859644904,0.0499996469581749,0.11999922085148286,0.11999922087055159,0.016799893403684655,0.08031727850433198,0.20999986364861115,0.08859187592319917,0.9990670781412018,0.9990736143028731,0.9990736179488486,0.9988538537012833,0.9990734536081405,0.00020980542558182255,0.06449681504867523,1.2254268499239316e-09,9.071247673038697e-08,0.06391966199557149,0.04806074094655798,0.998863867979082,0.00021979619595484116,2.1979619595499787e-07
2.3101297000831598,29995.89784407327,28303.865735057017,0.4729584686721664,0.4730783988942466,0.04999962144491953,0.11999916454478002,0.11999916456384872,0.01679988552074509,0.08031724081741115,0.20999985379487845,0.0884909724680674,0.9989996922011951,0.9990062279220099,0.9990062315677395,0.9987864821430229,0.9990060672381159,0.00020979127444409554,0.06902282840465235,1.3114211657928267e-09,9.713886340350966e-08,0.06844851200504923,0.0525801997563509,0.9987964957453703,0.0002197813709509967,2.1978137095115343e-07
2.4770763559917106,32102.175730497915,30291.337231937545,0.47106188949836997,0.4711813387962749,0.04999959408790654,0.11999910416897751,0.11999910418804621,0.01679987706813149,0.08031720040698088,0.20999984322904441,0.08838290468118193,0.9989274415161605,0.9989339767642922,0.9989339804097579,0.9987142468779855,0.9989338160920194,0.00020977610170339175,0.07385121156578087,1.403160512113584e-09,1.0399457861683395e-07,0.07327992155236242,0.057425486554908735,0.9987242597561188,0.0002197654756962403,2.19765475696397e-07
2.6560877829466865,34351.67502380218,32413.951610842843,0.4690366986303269,0.4691556343914065,0.04999956475389484,0.11999903943001723,0.11999903944908594,0.016799868004675714,0.0803171570762237,0.20999983189964752,0.08826717375769143,0.9988499752802895,0.9988565100216166,0.9988565136667996,0.9986367971752338,0.9988563493618039,0.0002097598336900214,0.07900026285810657,1.5009925573332117e-09,1.1130560382826661e-07,0.07843220048032791,0.06261281702211423,0.9986468092768743,0.00021974843301278903,2.1974843301294573e-07
2.848035868435802,36753.44178243569,34680.24467962781,0.4668748250987882,0.4669932126637999,0.04999953330001472,0.11999897001259094,0.11999897003165963,0.016799858286234592,0.08031711061409903,0.20999981975150722,0.08814324764059533,0.9987669174491023,0.9987734516470428,0.9987734552919229,0.9985537570705434,0.9987732910005893,0.00020974239143413945,0.08448910430442629,1.6052806201484786e-09,1.1909909005581397e-07,0.08392448285277383,0.06815925676432118,0.9985637683396428,0.0002197301601703157,2.1973016017047234e-07
