Time,241Am,237Np,233Pa,233U,229Th,225Ra,225Ac,221Fr,217At,213Bi,209Tl,209Pb,209Bi,213Po,217Rn,221Ra
1.2362095437367686,0.9980221134140553,3.9927528716959105e-07,3.648841682573252e-07,9.052919601629104e-13,3.273771539303015e-17,2.820464687142487e-17,2.543495944814664e-17,2.541567417653388e-17,2.53407786004279e-17,2.5374328724257715e-17,5.307698961445399e-19,2.5296341044137658e-17,4.464608703518326e-33,2.4832856051387126e-17,2.9177967731554683e-21,1.2210444941806212e-21
1.2419213527017836,0.9980129838299997,4.0111827280304797e-07,3.66727452076036e-07,9.143862525876112e-13,3.327123466608028e-17,2.8656749500996746e-17,2.5854472248092048e-17,2.5820776254536605e-17,2.5775906285349212e-17,2.5756066413037015e-17,5.382274361980831e-19,2.571132574910541e-17,4.375012229118652e-33,2.5260613647151616e-17,2.965387824638185e-21,1.2392425896287076e-21
1.2476595526308696,0.9980038121475133,4.0296975682718223e-07,3.6857923652620574e-07,9.235687119493947e-13,3.377435398055204e-17,2.909677305267917e-17,2.6278339852188518e-17,2.6250973151529702e-17,2.6172569644531626e-17,2.6175229365420967e-17,5.479329428705854e-19,2.6117155303232838e-17,4.3753460154773917e-33,2.5665680512612855e-17,3.0147879376546757e-21,1.2590764689372427e-21
1.2534242654614,0.9979945981728616,4.048297783510403e-07,3.704395606893766e-07,9.328401661068257e-13,3.4242513342658705e-17,2.956095476013997e-17,2.665720781338443e-17,2.6648905281248233e-17,2.6605293309093227e-17,2.657692719478864e-17,5.559613950813052e-19,2.6525653943011565e-17,4.464761704654751e-33,2.6079471053230085e-17,3.059536609099996e-21,1.2770019337418656e-21
1.259215613694151,0.9979853417114224,4.066983766628164e-07,3.72308463827753e-07,9.42201442918468e-13,3.474715265505939e-17,2.999235039904403e-17,2.7124623458996093e-17,2.7059384820461768e-17,2.7015178780247218e-17,2.6989852603237402e-17,5.650603075867633e-19,2.69732224534286e-17,4.464636487604217e-33,2.647406315975419e-17,3.1122528321598593e-21,1.300175538432157e-21
1.2650337203959034,0.9979760425676812,4.0857559123102444e-07,3.7418598538477005e-07,9.516534293756407e-13,3.5268511944678174e-17,3.047551351461624e-17,2.7499136616039498e-17,2.7523638971798295e-17,2.7445498424449284e-17,2.74888561179777e-17,5.744803581806369e-19,2.7412837182087116e-17,4.3748314438963365e-33,2.6917536278454347e-17,3.1631291746676857e-21,1.3221904628879246e-21
1.2708787092020586,0.9979667005452278,4.104614617046939e-07,3.760721649861016e-07,9.611969533369074e-13,3.576251127157644e-17,3.0950048717410295e-17,2.801300350593427e-17,2.7950250894648035e-17,2.7879424099188924e-17,2.7906771561573017e-17,5.836863167155527e-19,2.786222634017066e-17,4.464580919432435e-33,2.735053851270716e-17,3.213818917442038e-21,1.3425014458223458e-21
1.2767507043192656,0.9979573154467523,4.1235602791489385e-07,3.7796704244018153e-07,9.708329313599648e-13,3.6329470499062757e-17,3.148325372709496e-17,2.8428161501725353e-17,2.840375012355914e-17,2.835421812002521e-17,2.835712223362581e-17,5.935702334371349e-19,2.83328130297634e-17,8.749537670742139e-33,2.780622959089e-17,3.266620998992777e-21,1.364107424312959e-21
1.2826498305280605,0.9979478870740391,4.142593298750458e-07,3.798706577392379e-07,9.805621617369994e-13,3.6894909728620155e-17,3.196641684266683e-17,2.8921705972245235e-17,2.8875174223177716e-17,2.884463827319237e-17,2.882743304626771e-17,6.02455053883612e-19,2.879437671218422e-17,4.4649424898770664e-33,2.8242722972521175e-17,3.322148783071592e-21,1.3870765560206192e-21
1.288576213185518,0.9979384152279662,4.1617140778193923e-07,3.817830510600606e-07,9.903855905920846e-13,3.745274896853296e-17,3.2497896269795695e-17,2.9383315212319623e-17,2.9389618012494743e-17,2.930020013115886e-17,2.934015915766188e-17,6.126957907034306e-19,2.925612031475032e-17,4.464608703518326e-33,2.8735088364188046e-17,3.3757506174043082e-21,1.410522791354237e-21
1.2945299782279156,0.9979288997084976,4.1809230201659226e-07,3.837042627646222e-07,1.000304016217407e-12,3.798930823744092e-17,3.293964540403274e-17,2.978540879565496e-17,2.98108524741309e-17,2.9754559978945754e-17,2.974684702217438e-17,6.223656153660446e-19,2.9731406466008874e-17,8.990247667252405e-35,2.9164590315398e-17,3.425104817947823e-21,1.432333242827367e-21
1.300511252173409,0.9979193403146819,4.200220531450712e-07,3.8563433340089634e-07,1.010318443869795e-12,3.855018747321157e-17,3.349355740438436e-17,3.036459774782251e-17,3.031454134102272e-17,3.0247384152470746e-17,3.024959306327331e-17,6.329274902742767e-19,3.019064404090939e-17,8.660302766787095e-33,2.963426026419118e-17,3.479793956741443e-21,1.4558476358218133e-21
1.306520162124721,0.997909736844646,4.219607019191953e-07,3.875733037039442e-07,1.0204297309741894e-12,3.9141466667560564e-17,3.401123217106809e-17,3.078556214914772e-17,3.0793135388923396e-17,3.074381435653348e-17,3.0752339104372014e-17,6.429898170449549e-19,3.068448637748556e-17,3.060022728494811e-37,3.013535157369032e-17,3.540579736876429e-21,1.4808614973550178e-21
1.3125568357718433,0.9979000890955928,4.2390828927763e-07,3.8952121459646553e-07,1.0306388532210416e-12,3.975402583291441e-17,3.453753485052982e-17,3.129507423488895e-17,3.1280691872177756e-17,3.1289526977948275e-17,3.1263817706978395e-17,6.534089639138783e-19,3.118622108447364e-17,8.750052242323194e-33,3.06242200291712e-17,3.597280051797876e-21,1.5032853677757932e-21
1.3186214013947486,0.9978903968637952,4.2586485634655174e-07,3.9147810718959474e-07,1.0409465793361607e-12,4.028298511217778e-17,3.506038636488025e-17,3.174652226527509e-17,3.1770040842502715e-17,3.16922003880234e-17,3.1691713220866306e-17,6.6261492244875e-19,3.1659725900373025e-17,4.464580919432435e-33,3.1100867389124035e-17,3.6540041657678795e-21,1.5241416119969376e-21
1.3247139878661172,0.9978806599445934,4.278304444405468e-07,3.9344402278389314e-07,1.0513540328418837e-12,4.0925944236109984e-17,3.5603944869897953e-17,3.229958239253214e-17,3.231316442495093e-17,3.2263155223203625e-17,3.228178487704325e-17,6.746397597597879e-19,3.221380040219789e-17,4.285234969496661e-33,3.1591484867370766e-17,3.708328599985585e-21,1.5514728339991217e-21
1.330834724654075,0.9978708781323901,4.298050950634322e-07,3.954190028700725e-07,1.0618619824640206e-12,4.1529383413890324e-17,3.6150954540026836e-17,3.284973931702129e-17,3.2831193188408057e-17,3.2798049753003994e-17,3.277455084784652e-17,6.852373166778254e-19,3.2690051443385e-17,8.750052242323194e-33,3.2101306995909924e-17,3.767980320374635e-21,1.5760095919063195e-21
1.3369837418249464,0.9978610512206451,4.3178884990927117e-07,3.9740308912979423e-07,1.0724715221585308e-12,4.2160182554391185e-17,3.6732475861267865e-17,3.335634819999413e-17,3.3316957184591e-17,3.3280055834914e-17,3.328228692409172e-17,6.956564635467352e-19,3.3226604128630137e-17,4.464580919432435e-33,3.2621601867926046e-17,3.834520572105272e-21,1.5997284578832732e-21
1.343161170046016,0.9978511790018735,4.337817508629601e-07,3.9939632343663886e-07,1.0831835684831105e-12,4.2757541740455855e-17,3.7291564609285914e-17,3.3934085550776584e-17,3.3867250715321903e-17,3.382937448686599e-17,3.384491338695776e-17,7.0736016276934e-19,3.376099304850749e-17,4.464580919432435e-33,3.3155866936299975e-17,3.891337775238855e-21,1.6267188915811713e-21
1.3493671405883068,0.9978412612676391,4.357838400013614e-07,4.0139874785676053e-07,1.0939990379954556e-12,4.347042076911827e-17,3.7895518503749805e-17,3.447698446834599e-17,3.443905409090207e-17,3.440393535258365e-17,3.4431242516773646e-17,7.190995440017672e-19,3.434405397743682e-17,8.749718455964453e-33,3.370933767074797e-17,3.959501120879073e-21,1.6545272172093013e-21
1.3556017853293685,0.9978312978085512,4.377951595940071e-07,4.034104046498576e-07,1.1049189359523942e-12,4.4072339948969696e-17,3.8483942155213153e-17,3.5025689791450776e-17,3.5001895031128235e-17,3.493522385184556e-17,3.4933988557871144e-17,7.309816532734922e-19,3.4906501379403964e-17,4.285443538804868e-33,3.424011281196451e-17,4.021902342844757e-21,1.6804952859943917e-21
1.3618652367560817,0.9978212884142601,4.3981575210411525e-07,4.054313362700236e-07,1.1159442971771315e-12,4.475785901491159e-17,3.908789604967697e-17,3.5580201520090965e-17,3.555398104892962e-17,3.549415858523181e-17,3.5484139932868467e-17,7.419003482799418e-19,3.546137076244358e-17,8.660664337231726e-33,3.478660077900716e-17,4.085553459253179e-21,1.7080991386399527e-21
1.3681576279674716,0.9978112328734525,4.418456601892927e-07,4.074615853665008e-07,1.1270760677937407e-12,4.539169815127029e-17,3.969530110925198e-17,3.609987481551811e-17,3.6127576911580275e-17,3.604708326772136e-17,3.6092924220847176e-17,7.53746775541838e-19,3.60315359901527e-17,8.749537670742139e-33,3.533483503919505e-17,4.148684722479688e-21,1.7337945767816217e-21
1.3744790926775374,0.9978011309738477,4.4388492670255195e-07,4.0950119478462965e-07,1.1383152234926724e-12,4.6083297208927847e-17,4.031996199438307e-17,3.672696661335176e-17,3.669400282594774e-17,3.665169438792174e-17,3.6605650332239135e-17,7.654504747644327e-19,3.657810784395542e-17,8.750080026409085e-33,3.5891795017340605e-17,4.2195508144116635e-21,1.7622163213574124e-21
1.3808297652180925,0.9977909825021924,4.459335946932097e-07,4.115502075667258e-07,1.149662828663509e-12,4.6727776330788974e-17,4.0923915888846805e-17,3.727857513922396e-17,3.7276561123952164e-17,3.721904319256302e-17,3.7223167181725576e-17,7.781175882522993e-19,3.7150163117638084e-17,4.375012229118652e-33,3.645399729743332e-17,4.283792338335431e-21,1.7906380659331996e-21
1.3872097805416206,0.9977807872442571,4.4799170740759e-07,4.136086669528116e-07,1.1611198885630787e-12,4.7411775398801954e-17,4.1552027939089073e-17,3.788969932183487e-17,3.786808185731042e-17,3.7822452302583934e-17,3.781323883790147e-17,7.903921996320901e-19,3.7730070145923846e-17,8.839648716722869e-33,3.7047623557881994e-17,4.347280864762034e-21,1.817764814952774e-21
